Text,label
I'm disappointed that I didn't do better on the exam,2
I'm surprised that I found the exam easier than I thought it would be,0
I'm frustrated that the exam had questions that were not covered in class,3
I'm impressed that I was able to recall so much information during the exam,0
I'm scared that I might have accidentally skipped a page of questions,4
I'm satisfied with the grade I received on the exam,1
I'm annoyed that the exam had a confusingly-worded question,3
I'm happy that I was able to apply what I learned in class to the exam,1
I'm glad that I passed the exam on my first try,1
I'm thrilled that I got an A+ on the exam,1
I'm pleased that I was able to answer all of the essay questions,1
I'm overjoyed that I received a scholarship for my performance on the exam,1
I'm delighted that my hard work paid off and I did well on the exam,1
I'm grateful that I had a good teacher who helped me prepare for the exam,1
I'm excited to see what other opportunities will come my way now that I passed the exam,1
I'm elated that I did so well on the exam,1
I'm content with my performance on the exam,1
I'm happy that I was able to balance studying for the exam with my other responsibilities,1
I'm thankful that the exam covered topics that I was familiar with,1
I'm satisfied that I achieved the grade I was hoping for on the exam,1
I'm thrilled that I can move on to the next course now that the exam is over,1
I'm grateful that I had friends who supported me and encouraged me to do my best on the exam,1
I'm ecstatic that all of my hard work and studying paid off and I aced the exam,1
I'm amazed that I got a perfect score on the exam,0
I'm shocked that I was able to answer all of the multiple choice questions correctly,0
I'm astounded that I finished the exam before the time was up,0
I'm stunned that I was able to remember everything I studied for the exam,0
I'm impressed that the exam had some questions that were challenging but I was able to answer them correctly,0
I'm blown away by the fact that I did better on the exam than I ever thought possible,0
I'm pleasantly surprised that the exam wasn't as difficult as I thought it would be,0
I'm amazed that I was able to solve the difficult math problems on the exam,0
I'm shocked that I was able to write a good essay on the exam,0
I'm surprised that I was able to finish all of the essay questions in the time given,0
I'm astonished that I was able to recall some obscure details that were on the exam,0
I'm pleasantly surprised that I received a higher grade on the exam than I was expecting,0
I'm impressed that I was able to maintain my focus throughout the exam,0
I'm amazed that I was able to perform so well on the exam even though I was feeling sick,0
I'm surprised that I found the exam to be interesting and engaging,0
I'm disappointed that I didn't do as well as I wanted to on the exam,2
I'm saddened that I didn't receive the grade I needed to pass the course,2
I'm disheartened that I missed some important questions on the exam,2
I'm upset that the exam didn't cover some of the material I had studied,2
I'm unhappy that I didn't have enough time to answer all of the questions on the exam,2
I'm crestfallen that I studied so hard for the exam but still didn't perform well,2
I'm dejected that I failed the exam and will have to retake the course,2
I'm discouraged that I didn't get the grade I needed to pursue my career goals,2
I'm saddened that my performance on the exam doesn't reflect my true understanding of the material,2
I'm upset that I made careless mistakes on the exam and lost points,2
I'm disheartened that I didn't have enough confidence in myself to perform better on the exam,2
I'm unhappy that the exam didn't give me the opportunity to showcase my knowledge in certain areas,2
I'm crestfallen that I received a lower grade on the exam than my classmates,2
I'm dejected that I didn't have the right mindset going into the exam and it affected my performance,2
I'm discouraged that I didn't study the right way for the exam and it showed in my grade,2
I'm nervous that I won't have enough time to complete the exam,4
I'm scared that I won't be able to understand the questions on the exam,4
I'm anxious that I'll forget what I studied for the exam,4
I'm worried that I'll get distracted during the exam and miss important details,4
I'm afraid that I'll freeze up and not be able to answer any of the questions,4
I'm terrified that I'll fail the exam and have to retake the course,4
I'm apprehensive that I won't be able to handle the pressure of the exam,4
I'm uneasy that the exam might have unexpected questions that I won't be prepared for,4
I'm concerned that I won't be able to balance my other responsibilities with studying for the exam,4
I'm hesitant to take the exam because I'm not confident in my knowledge,4
I'm scared that I'll misinterpret the questions on the exam and give the wrong answer,4
I'm worried that I'll get sick on the day of the exam and not be able to take it,4
I'm anxious that I won't be able to focus during the exam because of external distractions,4
I'm afraid that I won't be able to retain all of the material I need to know for the exam,4
I'm nervous that my anxiety will get the best of me during the exam and affect my performance,4
I'm amazed that I was able to answer some of the unexpected questions on the exam,0
I'm shocked that I received a higher grade than I thought I would on the exam,0
I'm pleasantly surprised that the exam covered topics that I was particularly interested in,0
I'm surprised that I performed better on the exam than some of my classmates who usually do better,0
I'm impressed that the exam challenged me to think outside of the box and apply my knowledge in new ways,0
I'm astonished that I was able to remember all of the important details and concepts needed for the exam,0
I'm surprised that I was able to manage my time well during the exam and answer all of the questions,0
I'm amazed that I was able to solve some of the more difficult problems on the exam,0
I'm shocked that I didn't receive the grade I thought I would on the exam,0
I'm pleasantly surprised that I received positive feedback from my professor or peers about my performance on the exam,0
I'm surprised that I found the exam easier than I thought it would be,0
I'm astonished that I was able to perform well on the exam despite being sick or dealing with other personal issues,0
I'm impressed that I was able to think critically and analyze the questions on the exam effectively,0
I'm surprised that I was able to perform well on the exam even though I hadn't studied as much as I wanted to,0
I'm amazed that I was able to answer all of the questions on the exam correctly,0
I'm thrilled that I aced the exam and exceeded my expectations,1
I'm elated that I received a higher grade than I thought I would on the exam,1
I'm delighted that the exam covered the material that I had studied extensively,1
I'm overjoyed that I was able to answer all of the questions on the exam,1
I'm ecstatic that I passed the exam with flying colors,1
I'm thrilled that my hard work paid off and I did well on the exam,1
I'm over the moon that I got the grade I needed to pursue my academic or career goals,1
I'm delighted that I received positive feedback from my professor or peers about my performance on the exam,1
I'm excited that I now have a better understanding of the material after taking the exam,1
I'm grateful that I had the opportunity to take the exam and prove my knowledge,1
I'm pleased that my efforts in studying and preparing for the exam paid off,1
I'm glad that I had a clear understanding of what was expected of me on the exam and was able to deliver,1
I'm overjoyed that I was able to recall all of the important details and concepts needed for the exam,1
I'm ecstatic that I achieved the grade I was aiming for and can now move on to the next chapter,1
I'm thrilled that I was able to apply my knowledge to solve the problems on the exam,1
I'm disappointed that I didn't do as well as I wanted to on the exam,2
I'm saddened that I didn't receive the grade I needed to pass the course,2
I'm disheartened that I missed some important questions on the exam,2
I'm upset that the exam didn't cover some of the material I had studied,2
I'm unhappy that I didn't have enough time to answer all of the questions on the exam,2
I'm crestfallen that I studied so hard for the exam but still didn't perform well,2
I'm dejected that I failed the exam and will have to retake the course,2
I'm discouraged that I didn't get the grade I needed to pursue my career goals,2
I'm saddened that my performance on the exam doesn't reflect my true understanding of the material,2
I'm upset that I made careless mistakes on the exam and lost points,2
I'm disheartened that I didn't have enough confidence in myself to perform better on the exam,2
I'm unhappy that the exam didn't give me the opportunity to showcase my knowledge in certain areas,2
I'm crestfallen that I received a lower grade on the exam than my classmates,2
I'm dejected that I didn't have the right mindset going into the exam and it affected my performance,2
I'm discouraged that I didn't study the right way for the exam and it showed in my grade,2
I was able to answer all the questions on the exam,1
I'm nervous that I won't be able to complete the exam in time,4
I'm surprised that the exam was easier than I expected,0
I'm annoyed that the exam was too difficult for me,3
I'm relieved that the exam is finally over,1
I'm afraid that I didn't study enough for the exam,4
I'm ecstatic that I got an A on the exam,1
I'm shocked that I completely forgot about one of the exam questions,0
I'm frustrated that I made a careless mistake on the exam,3
I'm happy that I was able to recall all the information I studied,1
I'm worried that I misunderstood one of the exam questions,4
I'm amazed that I was able to finish the exam with time to spare,0
I'm irritated that some of the questions on the exam were poorly worded,3
I'm thrilled that I passed the exam with a good grade,1
I'm scared that I didn't study the right topics for the exam,4
I'm impressed that I was able to use critical thinking skills to answer a difficult exam question,0
I'm angry that I was distracted during the exam and didn't perform as well as I could have,3
I'm delighted that I was able to apply the concepts I learned in class to the exam,1
I'm surprised that I found the exam to be enjoyable,0
I'm frustrated that I ran out of time and couldn't answer all the exam questions,3
I'm happy that I was able to use the knowledge I learned to solve a challenging problem on the exam,1
I'm afraid that I'll get a lower grade on the exam than I wanted,4
I'm impressed that I was able to remember all the formulas I needed for the exam,0
I'm annoyed that the exam was too long and felt rushed,3
I'm excited that I improved my score from the last exam,1
I'm worried that I'll forget important information during the exam,4
I'm overjoyed that I received an award for my performance on the exam,1
I'm stunned that I answered a difficult question correctly,0
I'm irritated that I made a silly mistake on the exam,3
I'm happy that I was able to think creatively to solve a problem on the exam,1
I'm nervous that I'll get a bad grade on the exam and it will affect my GPA,4
I'm surprised that I found the exam to be easier than I expected,0
I'm annoyed that some of the exam questions were ambiguous,3
I'm thrilled that I received positive feedback from my professor on my exam,1
I'm scared that I didn't prepare enough for the exam and will fail,4
I'm amazed that I was able to solve a complex problem on the exam,0
I'm angry that I studied the wrong information for the exam,3
I'm happy that I was able to apply my knowledge to a real-world scenario on the exam,1
I'm surprised that I found a mistake in one of the exam questions,0
I'm overjoyed to have aced the exam and achieved my academic goals,1
I'm saddened by the disappointing grade I received and the impact it may have on my academic future,2
I'm afraid that my poor performance on the exam may reflect poorly on my academic abilities,4
I'm surprised by how much I actually enjoyed studying and learning about the subject,0
I'm angry at myself for not studying more and being better prepared for the exam,3
I'm happy to have gained a deeper understanding of the subject matter and its practical applications,1
I'm sad to see the end of the course and the end of an engaging learning experience,2
I'm afraid that I may have missed important information or concepts that will be relevant in the future,4
I'm surprised by the unique and innovative approaches some of my classmates took in answering the exam questions,0
I'm angry at the professor for not providing enough study materials or clear guidance on the exam content,3
I'm happy to have made new connections and friendships with fellow students in the course,1
I'm sad that I may not have the opportunity to take another course with this professor or on this subject,2
I'm afraid that I may have misinterpreted some of the exam questions and provided incorrect answers,4
I'm surprised by the level of difficulty of some of the exam questions and how challenging they were to answer,0
I'm angry at the testing center for providing uncomfortable and distracting testing conditions,3
I'm happy to have overcome my fear of exams and test-taking and achieved a passing grade,1
I'm sad to see the end of an engaging and enlightening course and the connections I made within it,2
I'm afraid that the exam results may have a negative impact on my self-confidence and academic aspirations,4
I'm surprised by the level of collaboration and teamwork exhibited by my study group in preparing for the exam,0
I'm angry at myself for procrastinating and not giving myself enough time to study and prepare properly for the exam,3
I'm happy that I was able to apply the concepts I learned in class to real-world situations,1
I'm sad to have missed some important lectures due to illness  and it may have affected my exam performance,2
I'm afraid that I may not have done well enough on the exam to get accepted into my desired program,4
I'm surprised by how much I enjoyed working with classmates on the group project and we achieved great results,0
I'm angry at the professor for giving questions that were not covered in class and I had to rely on my instincts to answer them,3
I'm happy to have discovered new interests and passions through the course material,1
I'm sad that I didn't make more of an effort to get to know my classmates and I missed out on potential friendships,2
I'm afraid that I may have forgotten some important details from the course material and it may affect my future academic endeavors,4
I'm surprised by how much I learned and grew from this course and I feel much more prepared for future challenges,0
I'm angry at the exam proctors for creating a stressful and uncomfortable environment and it affected my performance,3
I'm happy to have received feedback from the professor and other classmates on my work and how to improve,1
I'm sad that I didn't perform as well as I had hoped on the exam and it may have affected my overall grade,2
I'm afraid that I may have misread or misunderstood some of the exam questions,4
I'm surprised by how much I enjoyed learning about a subject I didn't think I would be interested in,0
I'm angry at myself for not utilizing all the resources available to me to study and prepare for the exam,3
I'm happy that I was able to overcome my fear of public speaking through presentations in class,1
I'm angry at the professor for not being available outside of class hours to answer questions or provide additional support,3
I'm relieved that I finished the exam and can relax now,1
I'm worried that I didn't study enough to do well on the test,4
I'm ecstatic that I aced the exam and got the highest grade in the class,1
I'm disappointed that I forgot an important fact that was on the exam,2
I'm surprised that I actually enjoyed studying for the test,0
I'm frustrated that I misunderstood the instructions for one of the questions,3
I'm nervous that I won't get the grade I need to pass the course,4
I'm grateful that my friend helped me study and I did well on the test,1
I'm shocked that the exam was easier than I thought it would be,0
I'm annoyed that I had to wake up so early to take the exam,3
I'm scared that I made too many mistakes and will get a low grade,4
I'm thrilled that I finished the exam with time to spare,1
I'm saddened that I didn't get a perfect score on the test,2
I'm impressed that I was able to remember so much information for the exam,0
I'm frustrated that I spent so much time studying for a test that was so short,3
I'm anxious that I won't get my exam results for another week,4
I'm overjoyed that I passed the exam and can move on to the next course,1
I'm amazed that I was able to solve all the math problems on the exam,0
I'm disappointed that I didn't get a higher grade on the test,2
I'm angry that the test questions were too difficult and confusing,3
I'm worried that my classmates did better than me on the exam,4
I'm thrilled that I finally understand the material and did well on the test,1
I'm surprised that I was able to finish the exam so quickly,0
I'm saddened that I missed a question that I knew the answer to,2
I'm frustrated that the exam was so long and I had to rush through some of the questions,3
I'm scared that I didn't study the right topics for the exam,4
I'm grateful that the professor gave us a review sheet for the exam,1
I'm impressed that I was able to write such a long essay in a short amount of time,0
I'm disappointed that the exam covered topics that we didn't go over in class,2
I'm angry that the exam was scheduled during a time that didn't work for me,3
I'm nervous that I won't be able to keep up with the rest of the class,4
I'm overjoyed that I got a perfect score on the exam,1
I'm amazed that I was able to answer all the exam questions correctly,0
I'm saddened that I studied so hard and still didn't do well on the test,2
I'm frustrated that I didn't have enough time to finish the exam,3
I'm worried that my test anxiety will affect my grade,4
I'm thrilled that I can finally relax now that the exam is over,1
I'm surprised that I was able to remember so many dates and events for the history exam,0
I'm disappointed that I didn't get a passing grade on the exam,2
I'm angry that the exam didn't test the material that I studied,3
I'm scared that I accidentally skipped a question on the exam,4
I'm grateful that the professor gave us extra credit options for the exam,1
I'm impressed that I was able to use critical thinking skills to answer the questions,1
I'm thrilled that my hard work paid off and I got the grade I wanted,1
I'm uneasy about the exam and worried that I might not do well,4
I'm over the moon that I exceeded my own expectations and aced the exam,1
I'm anxious about the upcoming exam and afraid that I haven't studied enough,4
I'm impressed with my performance on the exam and pleasantly surprised with my grade,0
I'm frustrated that I got stuck on a difficult question and couldn't figure out the answer,3
I'm relieved that the exam is over and I can finally relax,1
I'm scared that I forgot to study an important topic that might be on the exam,4
I'm amazed that I was able to answer every question correctly and got a perfect score,0
I'm annoyed that the exam didn't cover the material that I had studied extensively,3
I'm delighted that I received the highest grade in the class,1
I'm worried that I might have made careless mistakes on the exam that will cost me points,4
I'm astonished that I was able to understand and solve the difficult problems on the exam,0
I'm irritated that the exam was harder than I had anticipated,3
I'm elated that my hard work and dedication paid off and I got a good grade,1
I'm nervous about the upcoming exam and scared that I won't be able to handle the pressure,4
I'm shocked that I failed the exam despite studying for weeks,0
I'm frustrated that the exam didn't test the material that I had prepared for,3
I'm thrilled that I passed the exam and can move on to the next course,1
I'm afraid that I won't be able to meet my expectations and get a good grade on the exam,4
I'm surprised that I found the exam easier than I had anticipated,0
I'm annoyed that I couldn't finish the exam in time and had to rush through some questions,3
I'm grateful that I had a good night's sleep before the exam and was able to perform well,1
I'm terrified that I might have missed an entire section on the exam,4
I'm amazed that I was able to recall all the important details and answer the questions correctly,0
I'm upset that the exam was too long and didn't give me enough time to think,3
I'm satisfied that I got a decent grade on the exam considering how hard it was,1
I'm uneasy about the upcoming exam and worried that I might not be able to remember all the material,4
I'm astonished that I got a perfect score on the exam despite not feeling confident,0
I'm frustrated that I got a lower grade than I had hoped for despite studying hard,3
I'm overjoyed that I passed the exam and can continue with my academic journey,1
I'm scared that I might have misunderstood some of the questions on the exam,4
I'm thrilled that I was able to apply the knowledge I had learned in class and perform well on the exam,1
I'm nervous about the upcoming exam and afraid that I won't be able to keep up with the pace,4
I'm surprised that I was able to finish the exam in less time than I had expected,0
I'm irritated that the exam had too many trick questions and wasn't straightforward,3
I'm grateful that I had a good study group and was able to prepare well for the exam,1
I'm worried that the upcoming exam might be more difficult than I can handle,4
I'm amazed that I was able to understand the complex concepts,1
I'm thrilled that I passed the exam on my first try,1
I'm ecstatic that I did so well on the test,1
I'm overjoyed that I got the highest score in the class,1
I'm delighted that I was able to finish the exam with time to spare,1
I'm pleased that my hard work paid off and I achieved my goal,1
I'm terrified that I won't be able to pass the final exam,4
I'm scared that I won't be able to keep up with the coursework this semester,4
I'm nervous that I'll forget everything I learned during the exam,4
I'm anxious that I won't be able to handle the pressure of the upcoming presentation,4
I'm petrified that I'll fail the midterm and have to retake the course,4
I'm astonished that I got a perfect score on the exam,0
I'm shocked that I was able to complete the test in such a short amount of time,0
I'm amazed that I was able to answer all the questions correctly,0
I'm stunned that I received such a high grade on the paper,0
I'm taken aback that I was able to comprehend the complex concepts so quickly,0
I'm infuriated that I received a lower grade than I deserved on the assignment,3
I'm frustrated that I had to spend so much time studying instead of doing other things I enjoy,3
I'm angry that the exam questions were not what I expected,3
I'm annoyed that I had to deal with technical difficulties during the test,3
I'm mad that my professor was not available to answer my questions when I needed help,3
I'm thrilled that I passed the exam with flying colors,1
I'm crushed that I didn't get the grade I needed to pass the course,2
I'm terrified that I forgot to study a crucial concept for the exam,4
I'm amazed that I was able to finish the exam with time to spare,0
I'm enraged that the exam questions were unclear and confusing,3
I'm ecstatic that I aced the exam and got the highest score in the class,1
I'm devastated that I failed the exam even though I studied so hard,2
I'm anxious that I won't be able to recall the answers during the exam,4
I'm shocked that I got a perfect score on the exam despite thinking I did poorly,0
I'm frustrated that I had to guess on so many questions because I ran out of time,3
I'm overjoyed that I passed the exam and can now move on to the next level,1
I'm heartbroken that I missed one crucial question that caused me to fail the exam,2
I'm petrified that I will freeze up during the exam and forget everything I studied,4
I'm pleasantly surprised that I did better on the exam than I expected,0
I'm annoyed that the exam questions were too easy and didn't challenge me enough,3
I'm elated that I passed the exam and can now celebrate with my friends and family,1
I'm disheartened that I didn't get the score I needed to get into the college of my dreams,2
I'm scared that I won't be able to finish the exam on time and will miss out on crucial points,4
I'm stunned that I got a higher score on the exam than my classmates who are usually top performers,0
I'm irritated that the exam questions didn't cover the topics I studied and focused on irrelevant information,3
I'm glad that I practiced the sample questions and was familiar with the exam format,1
I'm frustrated that I had to stay up all night to finish studying,3
I'm astonished that I remembered everything from the lecture without taking any notes,0
I'm scared that I didn't study enough to do well on the exam,4
I'm happy that I was able to work through the difficult problems and answer all the questions,1
I'm annoyed that the exam didn't cover the material that I studied extensively,3
I'm surprised that the exam was easier than I expected,0
I'm disappointed that I didn't have enough time to finish the last few questions,2
I'm afraid that I accidentally bubbled in the wrong answer on the scantron,4
I'm overjoyed that I received a higher grade than I anticipated,1
I'm angry that the exam had too many trick questions,3
I'm amazed that I was able to remember all the formulas and equations,0
I'm anxious that I didn't have enough time to review my answers,4
I'm ecstatic that I received a perfect score on the exam,1
I'm frustrated that I couldn't remember the answer to a question that I had studied thoroughly,3
I'm surprised that the exam covered material that was not mentioned in the class lectures,0
I'm disappointed that I didn't receive the grade I was hoping for,2
I'm scared that I forgot to answer a question on the exam,4
I'm thrilled that I was able to finish the exam before the time was up,1
I'm annoyed that I had to take the exam on a computer instead of using paper and pencil,3
I'm happy that I was able to understand the material better than I thought,1
I'm frustrated that the exam questions were poorly worded,3
I'm surprised that I actually enjoyed taking the exam,0
I'm afraid that I accidentally left my notes in the bathroom during the exam,4
I'm grateful that I had a good night's sleep before the exam,1
I'm disappointed that I didn't receive any partial credit for the questions I partially answered,2
I'm shocked that I forgot my calculator and had to do all the calculations by hand,0
I'm annoyed that the exam covered material that was not in the study guide,3
I'm anxious that I didn't finish all the questions on time,4
I'm relieved that the exam is finally over,1
I'm frustrated that I couldn't remember the formula during the test,3
I'm anxious about the results of the exam,4
I'm amazed that I managed to answer all the questions in the given time,0
I'm disappointed that I didn't get the grade I wanted,2
I'm thrilled that I aced the exam,1
I'm annoyed that I made a silly mistake on the last question,3
I'm worried that I didn't write enough in the essay,4
I'm stunned that I got a perfect score on the exam,0
I'm upset that I had to miss the exam due to illness,2
I'm delighted that I passed the test,1
I'm irritated that the exam had so many trick questions,3
I'm scared that I failed the exam,4
I'm astonished that I did well on the exam despite not studying much,0
I'm saddened that I missed one of the multiple-choice questions,2
I'm thrilled that I got an A on the exam,1
I'm frustrated that I couldn't finish the exam on time,3
I'm nervous that I didn't answer the essay question correctly,4
I'm surprised that the exam was easier than I expected,0
I'm disappointed that I didn't do well on the exam despite studying hard,2
I'm happy that I learned so much from studying for the exam,1
I'm annoyed that the exam had so many questions about a topic I didn't understand,3
I'm terrified that I will have to retake the exam,4
I'm amazed that I remembered all the information during the exam,0
I'm saddened that I missed a crucial point in the essay,2
I'm ecstatic that I passed the difficult exam,1
I'm frustrated that I couldn't find my pen during the exam,3
I'm worried that I didn't write enough in the short-answer questions,4
I'm shocked that I got a low grade on the exam,0
I'm upset that I couldn't finish the last essay question,2
I'm overjoyed that I got the highest score in the class on the exam,1
I'm irritated that the exam didn't cover a topic that was important to me,3
I'm scared that I won't be able to improve my grade on the next exam,4
I'm surprised that I got an A on the exam despite not feeling confident,0
I'm saddened that I misunderstood one of the questions on the exam,2
I'm thrilled that I passed the exam with flying colors,1
I'm frustrated that I had to guess on some of the multiple-choice questions,3
I'm nervous that I didn't understand the essay question,4
I'm amazed that I got a high grade on the exam despite not studying as much as I should have,0
I'm disappointed that I missed a key concept on the exam,2
I'm happy that the exam covered topics that I was interested in,1
I'm annoyed that the exam had too many questions about a topic that I didn't like,3
I'm elated that I passed the exam,1
I'm frustrated that the exam was not organized in a logical manner,3
I'm astonished that I was able to remember all the dates and names,0
I'm afraid that I misunderstood the directions for the exam,4
I'm happy that I was able to explain the concepts in my own words,1
I'm annoyed that the exam had so many multiple-choice questions,3
I'm surprised that I found the exam easier than the practice exams,0
I'm disappointed that I missed a question that I knew the answer to,2
I'm scared that I accidentally skipped a page on the exam,4
I'm delighted that I was able to finish the exam with time to spare,1
I'm thrilled that I passed the exam with flying colors,1
I'm crushed that I didn't get the grade I needed to pass the course,2
I'm terrified that I forgot to study a crucial concept for the exam,4
I'm amazed that I was able to finish the exam with time to spare,0
I'm enraged that the exam questions were unclear and confusing,3
I'm ecstatic that I aced the exam and got the highest score in the class,1
I'm devastated that I failed the exam even though I studied so hard,2
I'm anxious that I won't be able to recall the answers during the exam,4
I'm shocked that I got a perfect score on the exam despite thinking I did poorly,0
I'm frustrated that I had to guess on so many questions because I ran out of time,3
I'm overjoyed that I passed the exam and can now move on to the next level,1
I'm heartbroken that I missed one crucial question that caused me to fail the exam,2
I'm petrified that I will freeze up during the exam and forget everything I studied,4
I'm pleasantly surprised that I did better on the exam than I expected,0
I'm annoyed that the exam questions were too easy and didn't challenge me enough,3
I'm elated that I passed the exam and can now celebrate with my friends and family,1
I'm disheartened that I didn't get the score I needed to get into the college of my dreams,2
I'm scared that I won't be able to finish the exam on time and will miss out on crucial points,4
I'm stunned that I got a higher score on the exam than my classmates who are usually top performers,0
I'm irritated that the exam questions didn't cover the topics I studied and focused on irrelevant information,3
