Text,Emotion
I'm irritated that the exam had a question that was not covered in the study materials,anger
I'm crestfallen that I didn't get a passing grade on the exam,sad
I'm grateful that the exam covered exactly what I studied,happy
I'm apprehensive that I didn't study enough of a particular topic for the exam,fear
I'm ecstatic that I received a perfect score on the exam,happy
I'm impressed that I was able to remember a key concept that was mentioned only once in class,surprise
I'm annoyed that the exam was timed and I didn't have enough time to double-check my answers,anger
I'm saddened that I studied so hard for the exam and still didn't get the grade I wanted,sad
I'm relieved that I passed the exam despite feeling overwhelmed during the test,happy
I'm worried that I didn't read the instructions carefully enough on the exam,fear
I'm overjoyed that I received a high enough grade on the exam to pass the class,happy
I'm astonished that I was able to answer a question on the exam that I had no prior knowledge of,surprise
I'm frustrated that the exam had too many questions that were too difficult,anger
I'm disheartened that I didn't do as well on the exam as I did on the practice tests,sad
I'm thankful that the exam was fair and covered everything we learned in class,happy
I'm surprised that I remembered a detail on the exam that I didn't even know was important,surprise
I'm irritated that the exam had a typo in one of the questions,anger
I'm disappointed that I didn't receive the grade I needed to get into the program I wanted,sad
I'm content that I passed the exam even though I didn't do as well as I wanted,happy
I'm nervous that I didn't study enough to answer the essay questions on the exam,fear
I'm elated that I aced the exam even though I struggled with the material,happy
I'm astonished that I was able to solve a complex problem on the exam without any help,surprise
I'm annoyed that the exam had a question that was too easy and didn't challenge me,Anger
I'm upset that the exam didn't provide clear instructions for how to approach each question,anger
I'm disappointed that I didn't receive the grade I needed to get into the program I wanted,sad
I'm frustrated that I didn't have enough time to finish the exam,anger
I'm relieved that I was able to answer the difficult questions,happy
I'm worried that I might have misunderstood some of the questions,fear
I'm ecstatic that I got an A on the exam,happy
I'm annoyed that the exam didn't cover material that was on the study guide,anger
I'm grateful that I had enough time to study before the exam,happy
I'm concerned that I didn't get enough sleep the night before the exam,fear
I'm proud of myself for getting a passing grade on the exam,happy
I'm disappointed that I didn't do better on the exam,sadness.
I'm surprised that I found the exam easier than I thought it would be,surprise
I'm frustrated that the exam had questions that were not covered in class,anger
I'm impressed that I was able to recall so much information during the exam,surprise
I'm scared that I might have accidentally skipped a page of questions,fear
I'm satisfied with the grade I received on the exam,happy
I'm annoyed that the exam had a confusingly-worded question,anger
I'm happy that I was able to apply what I learned in class to the exam,happy
I'm glad that I passed the exam on my first try,happy
I'm thrilled that I got an A+ on the exam,happy
I'm pleased that I was able to answer all of the essay questions,happy
I'm overjoyed that I received a scholarship for my performance on the exam,happy
I'm delighted that my hard work paid off and I did well on the exam,happy
I'm grateful that I had a good teacher who helped me prepare for the exam,happy
I'm excited to see what other opportunities will come my way now that I passed the exam,happy
I'm elated that I did so well on the exam,happy
I'm content with my performance on the exam,happy
I'm happy that I was able to balance studying for the exam with my other responsibilities,happy
I'm thankful that the exam covered topics that I was familiar with,happy
I'm satisfied that I achieved the grade I was hoping for on the exam,happy
I'm thrilled that I can move on to the next course now that the exam is over,happy
I'm grateful that I had friends who supported me and encouraged me to do my best on the exam,happy
I'm ecstatic that all of my hard work and studying paid off and I aced the exam,happy
I'm amazed that I got a perfect score on the exam,surprise
I'm shocked that I was able to answer all of the multiple choice questions correctly,surprise
I'm astounded that I finished the exam before the time was up,surprise
I'm stunned that I was able to remember everything I studied for the exam,surprise
I'm impressed that the exam had some questions that were challenging but I was able to answer them correctly,surprise
I'm blown away by the fact that I did better on the exam than I ever thought possible,surprise
I'm pleasantly surprised that the exam wasn't as difficult as I thought it would be,surprise
I'm amazed that I was able to solve the difficult math problems on the exam,surprise
I'm shocked that I was able to write a good essay on the exam,surprise
I'm surprised that I was able to finish all of the essay questions in the time given,surprise
I'm astonished that I was able to recall some obscure details that were on the exam,surprise
I'm pleasantly surprised that I received a higher grade on the exam than I was expecting,surprise
I'm impressed that I was able to maintain my focus throughout the exam,surprise
I'm amazed that I was able to perform so well on the exam even though I was feeling sick,surprise
I'm surprised that I found the exam to be interesting and engaging,surprise
I'm disappointed that I didn't do as well as I wanted to on the exam,sad
I'm saddened that I didn't receive the grade I needed to pass the course,sad
I'm disheartened that I missed some important questions on the exam,sad
I'm upset that the exam didn't cover some of the material I had studied,sad
I'm unhappy that I didn't have enough time to answer all of the questions on the exam,sad
I'm crestfallen that I studied so hard for the exam but still didn't perform well,sad
I'm dejected that I failed the exam and will have to retake the course,sad
I'm discouraged that I didn't get the grade I needed to pursue my career goals,sad
I'm saddened that my performance on the exam doesn't reflect my true understanding of the material,sad
I'm upset that I made careless mistakes on the exam and lost points,sad
I'm disheartened that I didn't have enough confidence in myself to perform better on the exam,sad
I'm unhappy that the exam didn't give me the opportunity to showcase my knowledge in certain areas,sad
I'm crestfallen that I received a lower grade on the exam than my classmates,sad
I'm dejected that I didn't have the right mindset going into the exam and it affected my performance,sad
I'm discouraged that I didn't study the right way for the exam and it showed in my grade,sad
I'm nervous that I won't have enough time to complete the exam,fear
I'm scared that I won't be able to understand the questions on the exam,fear
I'm anxious that I'll forget what I studied for the exam,fear
I'm worried that I'll get distracted during the exam and miss important details,fear
I'm afraid that I'll freeze up and not be able to answer any of the questions,fear
I'm terrified that I'll fail the exam and have to retake the course,fear
I'm apprehensive that I won't be able to handle the pressure of the exam,fear
I'm uneasy that the exam might have unexpected questions that I won't be prepared for,fear
I'm concerned that I won't be able to balance my other responsibilities with studying for the exam,fear
I'm hesitant to take the exam because I'm not confident in my knowledge,fear
I'm scared that I'll misinterpret the questions on the exam and give the wrong answer,fear
I'm worried that I'll get sick on the day of the exam and not be able to take it,fear
I'm anxious that I won't be able to focus during the exam because of external distractions,fear
I'm afraid that I won't be able to retain all of the material I need to know for the exam,fear
I'm nervous that my anxiety will get the best of me during the exam and affect my performance,fear
I'm amazed that I was able to answer some of the unexpected questions on the exam,surprise
I'm shocked that I received a higher grade than I thought I would on the exam,surprise
I'm pleasantly surprised that the exam covered topics that I was particularly interested in,surprise
I'm surprised that I performed better on the exam than some of my classmates who usually do better,surprise
I'm impressed that the exam challenged me to think outside of the box and apply my knowledge in new ways,surprise
I'm astonished that I was able to remember all of the important details and concepts needed for the exam,surprise
I'm surprised that I was able to manage my time well during the exam and answer all of the questions,surprise
I'm amazed that I was able to solve some of the more difficult problems on the exam,surprise
I'm shocked that I didn't receive the grade I thought I would on the exam,surprise
I'm pleasantly surprised that I received positive feedback from my professor or peers about my performance on the exam,surprise
I'm surprised that I found the exam easier than I thought it would be,surprise
I'm astonished that I was able to perform well on the exam despite being sick or dealing with other personal issues,surprise
I'm impressed that I was able to think critically and analyze the questions on the exam effectively,surprise
I'm surprised that I was able to perform well on the exam even though I hadn't studied as much as I wanted to,surprise
I'm amazed that I was able to answer all of the questions on the exam correctly,surprise
I'm thrilled that I aced the exam and exceeded my expectations,happy
I'm elated that I received a higher grade than I thought I would on the exam,happy
I'm delighted that the exam covered the material that I had studied extensively,happy
I'm overjoyed that I was able to answer all of the questions on the exam,happy
I'm ecstatic that I passed the exam with flying colors,happy
I'm thrilled that my hard work paid off and I did well on the exam,happy
I'm over the moon that I got the grade I needed to pursue my academic or career goals,happy
I'm delighted that I received positive feedback from my professor or peers about my performance on the exam,happy
I'm excited that I now have a better understanding of the material after taking the exam,happy
I'm grateful that I had the opportunity to take the exam and prove my knowledge,happy
I'm pleased that my efforts in studying and preparing for the exam paid off,happy
I'm glad that I had a clear understanding of what was expected of me on the exam and was able to deliver,happy
I'm overjoyed that I was able to recall all of the important details and concepts needed for the exam,happy
I'm ecstatic that I achieved the grade I was aiming for and can now move on to the next chapter,happy
I'm thrilled that I was able to apply my knowledge to solve the problems on the exam,happy
I'm disappointed that I didn't do as well as I wanted to on the exam,sad
I'm saddened that I didn't receive the grade I needed to pass the course,sad
I'm disheartened that I missed some important questions on the exam,sad
I'm upset that the exam didn't cover some of the material I had studied,sad
I'm unhappy that I didn't have enough time to answer all of the questions on the exam,sad
I'm crestfallen that I studied so hard for the exam but still didn't perform well,sad
I'm dejected that I failed the exam and will have to retake the course,sad
I'm discouraged that I didn't get the grade I needed to pursue my career goals,sad
I'm saddened that my performance on the exam doesn't reflect my true understanding of the material,sad
I'm upset that I made careless mistakes on the exam and lost points,sad
I'm disheartened that I didn't have enough confidence in myself to perform better on the exam,sad
I'm unhappy that the exam didn't give me the opportunity to showcase my knowledge in certain areas,sad
I'm crestfallen that I received a lower grade on the exam than my classmates,sad
I'm dejected that I didn't have the right mindset going into the exam and it affected my performance,sad
I'm discouraged that I didn't study the right way for the exam and it showed in my grade,sad
I was able to answer all the questions on the exam,happy
I'm nervous that I won't be able to complete the exam in time,fear
I'm surprised that the exam was easier than I expected,surprise
I'm annoyed that the exam was too difficult for me,anger
I'm relieved that the exam is finally over,happy
I'm afraid that I didn't study enough for the exam,fear
I'm ecstatic that I got an A on the exam,happy
I'm shocked that I completely forgot about one of the exam questions,surprise
I'm frustrated that I made a careless mistake on the exam,anger
I'm happy that I was able to recall all the information I studied,happy
I'm worried that I misunderstood one of the exam questions,fear
I'm amazed that I was able to finish the exam with time to spare,surprise
I'm irritated that some of the questions on the exam were poorly worded,anger
I'm thrilled that I passed the exam with a good grade,happy
I'm scared that I didn't study the right topics for the exam,fear
I'm impressed that I was able to use critical thinking skills to answer a difficult exam question,surprise
I'm angry that I was distracted during the exam and didn't perform as well as I could have,anger
I'm delighted that I was able to apply the concepts I learned in class to the exam,happy
I'm surprised that I found the exam to be enjoyable,surprise
I'm frustrated that I ran out of time and couldn't answer all the exam questions,anger
I'm happy that I was able to use the knowledge I learned to solve a challenging problem on the exam,happy
I'm afraid that I'll get a lower grade on the exam than I wanted,fear
I'm impressed that I was able to remember all the formulas I needed for the exam,surprise
I'm annoyed that the exam was too long and felt rushed,anger
I'm excited that I improved my score from the last exam,happy
I'm worried that I'll forget important information during the exam,fear
I'm overjoyed that I received an award for my performance on the exam,happy
I'm stunned that I answered a difficult question correctly,surprise
I'm irritated that I made a silly mistake on the exam,anger
I'm happy that I was able to think creatively to solve a problem on the exam,happy
I'm nervous that I'll get a bad grade on the exam and it will affect my GPA,fear
I'm surprised that I found the exam to be easier than I expected,surprise
I'm annoyed that some of the exam questions were ambiguous,anger
I'm thrilled that I received positive feedback from my professor on my exam,happy
I'm scared that I didn't prepare enough for the exam and will fail,fear
I'm amazed that I was able to solve a complex problem on the exam,surprise
I'm angry that I studied the wrong information for the exam,anger
I'm happy that I was able to apply my knowledge to a real-world scenario on the exam,happy
I'm surprised that I found a mistake in one of the exam questions,surprise
I'm overjoyed to have aced the exam and achieved my academic goals,happy
I'm saddened by the disappointing grade I received and the impact it may have on my academic future,sad
I'm afraid that my poor performance on the exam may reflect poorly on my academic abilities,fear
I'm surprised by how much I actually enjoyed studying and learning about the subject,surprise
I'm angry at myself for not studying more and being better prepared for the exam,anger
I'm happy to have gained a deeper understanding of the subject matter and its practical applications,happy
I'm sad to see the end of the course and the end of an engaging learning experience,sad
I'm afraid that I may have missed important information or concepts that will be relevant in the future,fear
I'm surprised by the unique and innovative approaches some of my classmates took in answering the exam questions,surprise
I'm angry at the professor for not providing enough study materials or clear guidance on the exam content,anger
I'm happy to have made new connections and friendships with fellow students in the course,happy
I'm sad that I may not have the opportunity to take another course with this professor or on this subject,sad
I'm afraid that I may have misinterpreted some of the exam questions and provided incorrect answers,fear
I'm surprised by the level of difficulty of some of the exam questions and how challenging they were to answer,surprise
I'm angry at the testing center for providing uncomfortable and distracting testing conditions,anger
I'm happy to have overcome my fear of exams and test-taking and achieved a passing grade,happy
I'm sad to see the end of an engaging and enlightening course and the connections I made within it,sad
I'm afraid that the exam results may have a negative impact on my self-confidence and academic aspirations,fear
I'm surprised by the level of collaboration and teamwork exhibited by my study group in preparing for the exam,surprise
I'm angry at myself for procrastinating and not giving myself enough time to study and prepare properly for the exam,anger
I'm happy that I was able to apply the concepts I learned in class to real-world situations,happy
I'm sad to have missed some important lectures due to illness  and it may have affected my exam performance,sad
I'm afraid that I may not have done well enough on the exam to get accepted into my desired program,fear
I'm surprised by how much I enjoyed working with classmates on the group project and we achieved great results,Surprise
I'm angry at the professor for giving questions that were not covered in class and I had to rely on my instincts to answer them,Anger
I'm happy to have discovered new interests and passions through the course material,happy
I'm sad that I didn't make more of an effort to get to know my classmates and I missed out on potential friendships,Sad
I'm afraid that I may have forgotten some important details from the course material and it may affect my future academic endeavors,Fear
I'm surprised by how much I learned and grew from this course and I feel much more prepared for future challenges,Surprise
I'm angry at the exam proctors for creating a stressful and uncomfortable environment and it affected my performance,Anfer
I'm happy to have received feedback from the professor and other classmates on my work and how to improve,happy
I'm sad that I didn't perform as well as I had hoped on the exam and it may have affected my overall grade,Sad
I'm afraid that I may have misread or misunderstood some of the exam questions,Fear
I'm surprised by how much I enjoyed learning about a subject I didn't think I would be interested in,Surprise
I'm angry at myself for not utilizing all the resources available to me to study and prepare for the exam,anger
I'm happy that I was able to overcome my fear of public speaking through presentations in class,happy
I'm angry at the professor for not being available outside of class hours to answer questions or provide additional support,anger
I'm relieved that I finished the exam and can relax now,happy
I'm worried that I didn't study enough to do well on the test,fear
I'm ecstatic that I aced the exam and got the highest grade in the class,happy
I'm disappointed that I forgot an important fact that was on the exam,sad
I'm surprised that I actually enjoyed studying for the test,surprise
I'm frustrated that I misunderstood the instructions for one of the questions,anger
I'm nervous that I won't get the grade I need to pass the course,fear
I'm grateful that my friend helped me study and I did well on the test,happy
I'm shocked that the exam was easier than I thought it would be,surprise
I'm annoyed that I had to wake up so early to take the exam,anger
I'm scared that I made too many mistakes and will get a low grade,fear
I'm thrilled that I finished the exam with time to spare,happy
I'm saddened that I didn't get a perfect score on the test,sad
I'm impressed that I was able to remember so much information for the exam,surprise
I'm frustrated that I spent so much time studying for a test that was so short,anger
I'm anxious that I won't get my exam results for another week,fear
I'm overjoyed that I passed the exam and can move on to the next course,happy
I'm amazed that I was able to solve all the math problems on the exam,surprise
I'm disappointed that I didn't get a higher grade on the test,sad
I'm angry that the test questions were too difficult and confusing,anger
I'm worried that my classmates did better than me on the exam,fear
I'm thrilled that I finally understand the material and did well on the test,happy
I'm surprised that I was able to finish the exam so quickly,surprise
I'm saddened that I missed a question that I knew the answer to,sad
I'm frustrated that the exam was so long and I had to rush through some of the questions,anger
I'm scared that I didn't study the right topics for the exam,fear
I'm grateful that the professor gave us a review sheet for the exam,happy
I'm impressed that I was able to write such a long essay in a short amount of time,surprise
I'm disappointed that the exam covered topics that we didn't go over in class,sad
I'm angry that the exam was scheduled during a time that didn't work for me,anger
I'm nervous that I won't be able to keep up with the rest of the class,fear
I'm overjoyed that I got a perfect score on the exam,happy
I'm amazed that I was able to answer all the exam questions correctly,surprise
I'm saddened that I studied so hard and still didn't do well on the test,sad
I'm frustrated that I didn't have enough time to finish the exam,anger
I'm worried that my test anxiety will affect my grade,fear
I'm thrilled that I can finally relax now that the exam is over,happy
I'm surprised that I was able to remember so many dates and events for the history exam,surprise
I'm disappointed that I didn't get a passing grade on the exam,sad
I'm angry that the exam didn't test the material that I studied,anger
I'm scared that I accidentally skipped a question on the exam,fear
I'm grateful that the professor gave us extra credit options for the exam,happy
I'm impressed that I was able to use critical thinking skills to answer the questions,happy
I'm thrilled that my hard work paid off and I got the grade I wanted,happy
I'm uneasy about the exam and worried that I might not do well,fear
I'm over the moon that I exceeded my own expectations and aced the exam,happy
I'm anxious about the upcoming exam and afraid that I haven't studied enough,fear
I'm impressed with my performance on the exam and pleasantly surprised with my grade,surprise
I'm frustrated that I got stuck on a difficult question and couldn't figure out the answer,anger
I'm relieved that the exam is over and I can finally relax,happy
I'm scared that I forgot to study an important topic that might be on the exam,fear
I'm amazed that I was able to answer every question correctly and got a perfect score,surprise
I'm annoyed that the exam didn't cover the material that I had studied extensively,anger
I'm delighted that I received the highest grade in the class,happy
I'm worried that I might have made careless mistakes on the exam that will cost me points,fear
I'm astonished that I was able to understand and solve the difficult problems on the exam,surprise
I'm irritated that the exam was harder than I had anticipated,anger
I'm elated that my hard work and dedication paid off and I got a good grade,happy
I'm nervous about the upcoming exam and scared that I won't be able to handle the pressure,fear
I'm shocked that I failed the exam despite studying for weeks,surprise
I'm frustrated that the exam didn't test the material that I had prepared for,anger
I'm thrilled that I passed the exam and can move on to the next course,happy
I'm afraid that I won't be able to meet my expectations and get a good grade on the exam,fear
I'm surprised that I found the exam easier than I had anticipated,surprise
I'm annoyed that I couldn't finish the exam in time and had to rush through some questions,anger
I'm grateful that I had a good night's sleep before the exam and was able to perform well,happy
I'm terrified that I might have missed an entire section on the exam,fear
I'm amazed that I was able to recall all the important details and answer the questions correctly,surprise
I'm upset that the exam was too long and didn't give me enough time to think,anger
I'm satisfied that I got a decent grade on the exam considering how hard it was,happy
I'm uneasy about the upcoming exam and worried that I might not be able to remember all the material,fear
I'm astonished that I got a perfect score on the exam despite not feeling confident,surprise
I'm frustrated that I got a lower grade than I had hoped for despite studying hard,anger
I'm overjoyed that I passed the exam and can continue with my academic journey,happy
I'm scared that I might have misunderstood some of the questions on the exam,fear
I'm thrilled that I was able to apply the knowledge I had learned in class and perform well on the exam,happy
I'm nervous about the upcoming exam and afraid that I won't be able to keep up with the pace,fear
I'm surprised that I was able to finish the exam in less time than I had expected,surprise
I'm irritated that the exam had too many trick questions and wasn't straightforward,anger
I'm grateful that I had a good study group and was able to prepare well for the exam,happy
I'm worried that the upcoming exam might be more difficult than I can handle,fear
I'm amazed that I was able to understand the complex concepts,happy
I'm thrilled that I passed the exam on my first try,happy
I'm ecstatic that I did so well on the test,happy
I'm overjoyed that I got the highest score in the class,happy
I'm delighted that I was able to finish the exam with time to spare,happy
I'm pleased that my hard work paid off and I achieved my goal,happy
I'm terrified that I won't be able to pass the final exam,fear
I'm scared that I won't be able to keep up with the coursework this semester,fear
I'm nervous that I'll forget everything I learned during the exam,fear
I'm anxious that I won't be able to handle the pressure of the upcoming presentation,fear
I'm petrified that I'll fail the midterm and have to retake the course,fear
I'm astonished that I got a perfect score on the exam,surprise
I'm shocked that I was able to complete the test in such a short amount of time,surprise
I'm amazed that I was able to answer all the questions correctly,surprise
I'm stunned that I received such a high grade on the paper,surprise
I'm taken aback that I was able to comprehend the complex concepts so quickly,surprise
I'm infuriated that I received a lower grade than I deserved on the assignment,anger
I'm frustrated that I had to spend so much time studying instead of doing other things I enjoy,anger
I'm angry that the exam questions were not what I expected,anger
I'm annoyed that I had to deal with technical difficulties during the test,anger
I'm mad that my professor was not available to answer my questions when I needed help,anger
I'm thrilled that I passed the exam with flying colors,happy
I'm crushed that I didn't get the grade I needed to pass the course,sad
I'm terrified that I forgot to study a crucial concept for the exam,fear
I'm amazed that I was able to finish the exam with time to spare,surprise
I'm enraged that the exam questions were unclear and confusing,anger
I'm ecstatic that I aced the exam and got the highest score in the class,happy
I'm devastated that I failed the exam even though I studied so hard,sad
I'm anxious that I won't be able to recall the answers during the exam,fear
I'm shocked that I got a perfect score on the exam despite thinking I did poorly,surprise
I'm frustrated that I had to guess on so many questions because I ran out of time,anger
I'm overjoyed that I passed the exam and can now move on to the next level,happy
I'm heartbroken that I missed one crucial question that caused me to fail the exam,sad
I'm petrified that I will freeze up during the exam and forget everything I studied,fear
I'm pleasantly surprised that I did better on the exam than I expected,surprise
I'm annoyed that the exam questions were too easy and didn't challenge me enough,anger
I'm elated that I passed the exam and can now celebrate with my friends and family,happy
I'm disheartened that I didn't get the score I needed to get into the college of my dreams,sad
I'm scared that I won't be able to finish the exam on time and will miss out on crucial points,fear
I'm stunned that I got a higher score on the exam than my classmates who are usually top performers,surprise
I'm irritated that the exam questions didn't cover the topics I studied and focused on irrelevant information,anger
I'm glad that I practiced the sample questions and was familiar with the exam format,happy
,
I'm frustrated that I had to stay up all night to finish studying,anger
,
I'm astonished that I remembered everything from the lecture without taking any notes,surprise
,
I'm scared that I didn't study enough to do well on the exam,fear
,
I'm happy that I was able to work through the difficult problems and answer all the questions,happy
,
I'm annoyed that the exam didn't cover the material that I studied extensively,anger
,
I'm surprised that the exam was easier than I expected,surprise
,
I'm disappointed that I didn't have enough time to finish the last few questions,sad
,
I'm afraid that I accidentally bubbled in the wrong answer on the scantron,fear
,
I'm overjoyed that I received a higher grade than I anticipated,happy
,
I'm angry that the exam had too many trick questions,anger
,
I'm amazed that I was able to remember all the formulas and equations,surprise
,
I'm anxious that I didn't have enough time to review my answers,fear
,
I'm ecstatic that I received a perfect score on the exam,happy
,
I'm frustrated that I couldn't remember the answer to a question that I had studied thoroughly,anger
,
I'm surprised that the exam covered material that was not mentioned in the class lectures,surprise
,
I'm disappointed that I didn't receive the grade I was hoping for,sad
,
I'm scared that I forgot to answer a question on the exam,fear
,
I'm thrilled that I was able to finish the exam before the time was up,happy
,
I'm annoyed that I had to take the exam on a computer instead of using paper and pencil,anger
,
I'm happy that I was able to understand the material better than I thought,happy
,
I'm frustrated that the exam questions were poorly worded,anger
,
I'm surprised that I actually enjoyed taking the exam,surprise
,
I'm afraid that I accidentally left my notes in the bathroom during the exam,fear
,
I'm grateful that I had a good night's sleep before the exam,happy
,
I'm disappointed that I didn't receive any partial credit for the questions I partially answered,sad
,
I'm shocked that I forgot my calculator and had to do all the calculations by hand,surprise
,
I'm annoyed that the exam covered material that was not in the study guide,anger
,
I'm anxious that I didn't finish all the questions on time,fear
I'm relieved that the exam is finally over,happy
I'm frustrated that I couldn't remember the formula during the test,anger
I'm anxious about the results of the exam,fear
I'm amazed that I managed to answer all the questions in the given time,surprise
I'm disappointed that I didn't get the grade I wanted,sad
I'm thrilled that I aced the exam,happy
I'm annoyed that I made a silly mistake on the last question,anger
I'm worried that I didn't write enough in the essay,fear
I'm stunned that I got a perfect score on the exam,surprise
I'm upset that I had to miss the exam due to illness,sad
I'm delighted that I passed the test,happy
I'm irritated that the exam had so many trick questions,anger
I'm scared that I failed the exam,fear
I'm astonished that I did well on the exam despite not studying much,surprise
I'm saddened that I missed one of the multiple-choice questions,sad
I'm thrilled that I got an A on the exam,happy
I'm frustrated that I couldn't finish the exam on time,anger
I'm nervous that I didn't answer the essay question correctly,fear
I'm surprised that the exam was easier than I expected,surprise
I'm disappointed that I didn't do well on the exam despite studying hard,sad
I'm happy that I learned so much from studying for the exam,happy
I'm annoyed that the exam had so many questions about a topic I didn't understand,anger
I'm terrified that I will have to retake the exam,fear
I'm amazed that I remembered all the information during the exam,surprise
I'm saddened that I missed a crucial point in the essay,sad
I'm ecstatic that I passed the difficult exam,happy
I'm frustrated that I couldn't find my pen during the exam,anger
I'm worried that I didn't write enough in the short-answer questions,fear
I'm shocked that I got a low grade on the exam,surprise
I'm upset that I couldn't finish the last essay question,sad
I'm overjoyed that I got the highest score in the class on the exam,happy
I'm irritated that the exam didn't cover a topic that was important to me,anger
I'm scared that I won't be able to improve my grade on the next exam,fear
I'm surprised that I got an A on the exam despite not feeling confident,surprise
I'm saddened that I misunderstood one of the questions on the exam,sad
I'm thrilled that I passed the exam with flying colors,happy
I'm frustrated that I had to guess on some of the multiple-choice questions,anger
I'm nervous that I didn't understand the essay question,fear
I'm amazed that I got a high grade on the exam despite not studying as much as I should have,surprise
I'm disappointed that I missed a key concept on the exam,sad
I'm happy that the exam covered topics that I was interested in,happy
I'm annoyed that the exam had too many questions about a topic that I didn't like,Anger
,
I'm elated that I passed the exam,happy
,
I'm frustrated that the exam was not organized in a logical manner,anger
,
I'm astonished that I was able to remember all the dates and names,surprise
,
I'm afraid that I misunderstood the directions for the exam,fear
,
I'm happy that I was able to explain the concepts in my own words,happy
,
I'm annoyed that the exam had so many multiple-choice questions,anger
,
I'm surprised that I found the exam easier than the practice exams,surprise
,
I'm disappointed that I missed a question that I knew the answer to,sad
,
I'm scared that I accidentally skipped a page on the exam,fear
,
I'm delighted that I was able to finish the exam with time to spare,happy
,
I'm frustrated that the exam questions were too vague,
I'm thrilled that I passed the exam with flying colors,happy
I'm crushed that I didn't get the grade I needed to pass the course,sad
I'm terrified that I forgot to study a crucial concept for the exam,fear
I'm amazed that I was able to finish the exam with time to spare,surprise
I'm enraged that the exam questions were unclear and confusing,anger
I'm ecstatic that I aced the exam and got the highest score in the class,happy
I'm devastated that I failed the exam even though I studied so hard,sad
I'm anxious that I won't be able to recall the answers during the exam,fear
I'm shocked that I got a perfect score on the exam despite thinking I did poorly,surprise
I'm frustrated that I had to guess on so many questions because I ran out of time,anger
I'm overjoyed that I passed the exam and can now move on to the next level,happy
I'm heartbroken that I missed one crucial question that caused me to fail the exam,sad
I'm petrified that I will freeze up during the exam and forget everything I studied,fear
I'm pleasantly surprised that I did better on the exam than I expected,surprise
I'm annoyed that the exam questions were too easy and didn't challenge me enough,anger
I'm elated that I passed the exam and can now celebrate with my friends and family,happy
I'm disheartened that I didn't get the score I needed to get into the college of my dreams,sad
I'm scared that I won't be able to finish the exam on time and will miss out on crucial points,fear
I'm stunned that I got a higher score on the exam than my classmates who are usually top performers,surprise
I'm irritated that the exam questions didn't cover the topics I studied and focused on irrelevant information,anger
